State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receiving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,Washtenaw,Delta Dental,Pediatric Dental,"6,331","12,466",435,0.507861383,9.177854999,15:01,2023,Dental Specialty Plan
Michigan,Washtenaw,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"1,872","6,179",274,0.302961644,8.555021368,7:01,2023,Dental Specialty Plan
Michigan,Washtenaw,Delta Dental,Pediatric Dental,"7,209","15,604",433,0.461996924,8.841170759,17:01,2024,Dental Specialty Plan
Michigan,Washtenaw,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"2,763","8,614",284,0.320756907,8.351429606,10:01,2024,Dental Specialty Plan
Michigan,Wayne,Delta Dental,Pediatric Dental,"34,640","86,361",683,0.401106981,7.613163972,51:01:00,2020,Dental Specialty Plan
Michigan,Wayne,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"6,192","34,332",415,0.180356519,7.579457364,15:01,2020,Dental Specialty Plan
Michigan,Wayne,Delta Dental,Pediatric Dental,"49,482","104,008",719,0.475751865,8.318196516,69:01:00,2021,Dental Specialty Plan
Michigan,Wayne,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"11,595","45,126",446,0.256947214,7.726606296,26:01:00,2021,Dental Specialty Plan
Michigan,Wayne,Delta Dental,Pediatric Dental,"60,159","122,273",748,0.492005594,8.453332004,81:01:00,2022,Dental Specialty Plan
Michigan,Wayne,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"17,366","56,911",455,0.305143118,7.502360935,39:01:00,2022,Dental Specialty Plan
Michigan,Wayne,Delta Dental,Pediatric Dental,"73,586","154,617",780,0.475924381,9.554344576,95:01:00,2023,Dental Specialty Plan
Michigan,Wayne,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"25,971","78,299",504,0.33169006,8.751954103,52:01:00,2023,Dental Specialty Plan
Michigan,Wayne,Delta Dental,Pediatric Dental,"90,178","201,612",765,0.447284884,9.392002484,118:01:00,2024,Dental Specialty Plan
Michigan,Wayne,Blue Cross Blue Shield Of Michigan,Pediatric Dental,"38,070","114,261",515,0.333184551,8.623693197,74:01:00,2024,Dental Specialty Plan
Michigan,Wexford,Delta Dental,Pediatric Dental,744,"1,700",139,0.437647059,6.938172043,6:01,2020,Dental Specialty Plan
Michigan,Wexford,Blue Cross Blue Shield Of Michigan,Pediatric Dental,74,511,87,0.14481409,6.783783784,1:02,2020,Dental Specialty Plan
Michigan,Wexford,Delta Dental,Pediatric Dental,"1,000","1,955",154,0.511508951,7.59,7:01,2021,Dental Specialty Plan
Michigan,Wexford,Blue Cross Blue Shield Of Michigan,Pediatric Dental,133,639,100,0.208137715,6.77443609,2:01,2021,Dental Specialty Plan
Michigan,Wexford,Delta Dental,Pediatric Dental,"1,265","2,397",159,0.527743012,7.618181818,8:01,2022,Dental Specialty Plan
Michigan,Wexford,Blue Cross Blue Shield Of Michigan,Pediatric Dental,200,847,100,0.236127509,7.02,2:01,2022,Dental Specialty Plan
Michigan,Wexford,Delta Dental,Pediatric Dental,"1,616","3,025",160,0.534214876,8.707920792,11:01,2023,Dental Specialty Plan
Michigan,Wexford,Blue Cross Blue Shield Of Michigan,Pediatric Dental,294,"1,102",103,0.266787659,7.884353741,3:01,2023,Dental Specialty Plan
Michigan,Wexford,Delta Dental,Pediatric Dental,"1,897","3,632",155,0.522301762,7.804428044,13:01,2024,Dental Specialty Plan
Michigan,Wexford,Blue Cross Blue Shield Of Michigan,Pediatric Dental,456,"1,518",103,0.300395257,7.10745614,5:01,2024,Dental Specialty Plan
Michigan,Alcona,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.111111111,9,*,2020,Comprehensive MCO
Michigan,Alcona,Priority Health,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Alcona,Molina,Prenatal Ob/Gyn,*,*,0,0.083333333,5.75,*,2020,Comprehensive MCO
Michigan,Alcona,Meridian,Prenatal Ob/Gyn,*,*,0,0.070175439,7.5,*,2020,Comprehensive MCO
Michigan,Alcona,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0.094339623,13.8,*,2020,Comprehensive MCO
Michigan,Alcona,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.083333333,4,*,2021,Comprehensive MCO
Michigan,Alcona,Molina,Prenatal Ob/Gyn,*,*,0,0.082191781,5.833333333,*,2021,Comprehensive MCO
Michigan,Alcona,Meridian,Prenatal Ob/Gyn,*,*,0,0.062937063,7.666666667,*,2021,Comprehensive MCO
Michigan,Alcona,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0.086956522,3.333333333,*,2021,Comprehensive MCO
Michigan,Alcona,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Alcona,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Alcona,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.114285714,11.5,*,2022,Comprehensive MCO
Michigan,Alcona,Priority Health,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Alcona,Molina,Prenatal Ob/Gyn,*,*,0,0.0375,5,*,2022,Comprehensive MCO
Michigan,Alcona,Meridian,Prenatal Ob/Gyn,*,*,0,0.054216867,8.666666667,*,2022,Comprehensive MCO
Michigan,Alcona,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0.051020408,12.2,*,2022,Comprehensive MCO
Michigan,Alcona,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Alcona,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Alcona,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.111111111,6.5,*,2023,Comprehensive MCO
Michigan,Alcona,Priority Health,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Alcona,Molina,Prenatal Ob/Gyn,*,*,0,0.085714286,6.333333333,*,2023,Comprehensive MCO
Michigan,Alcona,Meridian,Prenatal Ob/Gyn,*,*,0,0.050251256,3.3,*,2023,Comprehensive MCO
Michigan,Alcona,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0.058333333,8.285714286,*,2023,Comprehensive MCO
Michigan,Alcona,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Alcona,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Alcona,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0.166666667,13,*,2024,Comprehensive MCO
Michigan,Alcona,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.109589041,4.5,*,2024,Comprehensive MCO
Michigan,Alcona,Priority Health,Prenatal Ob/Gyn,*,*,0,0.012658228,11,*,2024,Comprehensive MCO
Michigan,Alcona,Molina,Prenatal Ob/Gyn,*,*,0,0.048780488,11.25,*,2024,Comprehensive MCO
Michigan,Alcona,Meridian,Prenatal Ob/Gyn,*,*,0,0.042553191,5.8,*,2024,Comprehensive MCO
Michigan,Alcona,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0.052356021,6.8,*,2024,Comprehensive MCO
Michigan,Alcona,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Alcona,Bcbs,Prenatal Ob/Gyn,*,*,0,0.023529412,1.5,*,2024,Comprehensive MCO
Michigan,Alger,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,3,0.063380282,4.777777778,*,2020,Comprehensive MCO
Michigan,Alger,United Healthcare,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Alger,Priority Health,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Alger,Molina,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
Michigan,Alger,Meridian,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Alger,Mclaren Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Alger,Bcbs,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Alger,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Alger,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,2,0.040229885,3.857142857,*,2021,Comprehensive MCO
Michigan,Alger,United Healthcare,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Alger,Priority Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Alger,Molina,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Alger,Meridian,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Alger,Mclaren Hp,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Alger,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Alger,Bcbs,Prenatal Ob/Gyn,*,*,1,0,,*,2021,Comprehensive MCO
Michigan,Alger,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Alger,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,2,0.041666667,6.25,*,2022,Comprehensive MCO
Michigan,Alger,United Healthcare,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Alger,Priority Health,Prenatal Ob/Gyn,*,*,1,0,,*,2022,Comprehensive MCO
Michigan,Alger,Molina,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Alger,Meridian,Prenatal Ob/Gyn,*,*,2,1,5,*,2022,Comprehensive MCO
Michigan,Alger,Mclaren Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2022,Comprehensive MCO
Michigan,Alger,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Alger,Bcbs,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Alger,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Alger,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,3,0.056603774,5.8,*,2023,Comprehensive MCO
Michigan,Alger,United Healthcare,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Alger,Priority Health,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Alger,Molina,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Alger,Meridian,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Alger,Mclaren Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Alger,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Alger,Bcbs,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Alger,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,4,0.084057971,7.344827586,*,2024,Comprehensive MCO
Michigan,Alger,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Alger,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Allegan,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,3,0.5,1,*,2020,Comprehensive MCO
Michigan,Allegan,United Healthcare,Prenatal Ob/Gyn,16,135,31,0.118518519,5.625,1:02,2020,Comprehensive MCO
Michigan,Allegan,Total Health Care,Prenatal Ob/Gyn,0,0,5,,,0,2020,Comprehensive MCO
Michigan,Allegan,Priority Health,Prenatal Ob/Gyn,58,940,20,0.061702128,4.534482759,3:01,2020,Comprehensive MCO
Michigan,Allegan,Molina,Prenatal Ob/Gyn,*,*,30,0.100840336,2.833333333,*,2020,Comprehensive MCO
Michigan,Allegan,Meridian,Prenatal Ob/Gyn,37,547,36,0.067641682,8,2:01,2020,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Prenatal Ob/Gyn,*,*,17,0.012987013,4,*,2020,Comprehensive MCO
Michigan,Allegan,Bcbs,Prenatal Ob/Gyn,*,*,22,0.035714286,2.4,*,2020,Comprehensive MCO
Michigan,Allegan,Aetna Better Health,Prenatal Ob/Gyn,*,*,13,0,,*,2020,Comprehensive MCO
Michigan,Allegan,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2021,Comprehensive MCO
Michigan,Allegan,United Healthcare,Prenatal Ob/Gyn,14,208,25,0.067307692,6.642857143,1:02,2021,Comprehensive MCO
Michigan,Allegan,Total Health Care,Prenatal Ob/Gyn,0,0,3,,,0,2021,Comprehensive MCO
Michigan,Allegan,Priority Health,Prenatal Ob/Gyn,99,"1,316",21,0.075227964,5.363636364,5:01,2021,Comprehensive MCO
Michigan,Allegan,Molina,Prenatal Ob/Gyn,*,*,23,0.079754601,5.846153846,*,2021,Comprehensive MCO
Michigan,Allegan,Meridian,Prenatal Ob/Gyn,40,699,29,0.057224607,7.1,2:01,2021,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Prenatal Ob/Gyn,*,*,19,0.033898305,6,*,2021,Comprehensive MCO
Michigan,Allegan,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Allegan,Bcbs,Prenatal Ob/Gyn,*,*,15,0.041450777,3,*,2021,Comprehensive MCO
Michigan,Allegan,Aetna Better Health,Prenatal Ob/Gyn,*,*,9,0,,*,2021,Comprehensive MCO
Michigan,Allegan,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Allegan,United Healthcare,Prenatal Ob/Gyn,15,239,20,0.062761506,3.933333333,1:02,2022,Comprehensive MCO
Michigan,Allegan,Priority Health,Prenatal Ob/Gyn,107,"1,574",20,0.06797967,5.654205607,6:01,2022,Comprehensive MCO
Michigan,Allegan,Molina,Prenatal Ob/Gyn,16,219,22,0.073059361,5,1:02,2022,Comprehensive MCO
Michigan,Allegan,Meridian,Prenatal Ob/Gyn,40,841,25,0.047562426,6.8,2:01,2022,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Prenatal Ob/Gyn,*,*,18,0.06875,8.454545455,*,2022,Comprehensive MCO
Michigan,Allegan,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Allegan,Bcbs,Prenatal Ob/Gyn,12,241,15,0.049792531,6.5,1:02,2022,Comprehensive MCO
Michigan,Allegan,Aetna Better Health,Prenatal Ob/Gyn,*,*,6,0,,*,2022,Comprehensive MCO
Michigan,Allegan,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Allegan,United Healthcare,Prenatal Ob/Gyn,21,322,36,0.065217391,6.380952381,1:02,2023,Comprehensive MCO
Michigan,Allegan,Priority Health,Prenatal Ob/Gyn,151,"2,144",34,0.070429104,5.139072848,5:01,2023,Comprehensive MCO
Michigan,Allegan,Molina,Prenatal Ob/Gyn,*,*,30,0.056338028,10,*,2023,Comprehensive MCO
Michigan,Allegan,Meridian,Prenatal Ob/Gyn,56,"1,067",39,0.052483599,6.392857143,2:01,2023,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Prenatal Ob/Gyn,20,223,23,0.089686099,5.8,1:02,2023,Comprehensive MCO
Michigan,Allegan,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Allegan,Bcbs,Prenatal Ob/Gyn,26,356,23,0.073033708,4.653846154,2:01,2023,Comprehensive MCO
Michigan,Allegan,Aetna Better Health,Prenatal Ob/Gyn,*,*,14,0.166666667,2,*,2023,Comprehensive MCO
Michigan,Allegan,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Allegan,United Healthcare,Prenatal Ob/Gyn,30,465,35,0.064516129,4.433333333,1:02,2024,Comprehensive MCO
Michigan,Allegan,Priority Health,Prenatal Ob/Gyn,199,"2,933",33,0.067848619,6.030150754,7:01,2024,Comprehensive MCO
Michigan,Allegan,Molina,Prenatal Ob/Gyn,30,400,29,0.075,7.833333333,2:01,2024,Comprehensive MCO
Michigan,Allegan,Meridian,Prenatal Ob/Gyn,76,"1,234",35,0.061588331,5.013157895,3:01,2024,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Prenatal Ob/Gyn,*,*,22,0.085616438,7.52,*,2024,Comprehensive MCO
Michigan,Allegan,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,6,0,,*,2024,Comprehensive MCO
Michigan,Allegan,Bcbs,Prenatal Ob/Gyn,42,537,25,0.078212291,4.738095238,2:01,2024,Comprehensive MCO
Michigan,Allegan,Aetna Better Health,Prenatal Ob/Gyn,*,*,18,0,,*,2024,Comprehensive MCO
Michigan,Alpena,Aetna Better Health,Prenatal Ob/Gyn,0,0,3,,,0,2020,Comprehensive MCO
Michigan,Alpena,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Alpena,Priority Health,Prenatal Ob/Gyn,0,0,10,,,0,2020,Comprehensive MCO
Michigan,Alpena,Mclaren Hp,Prenatal Ob/Gyn,*,*,30,0.02688172,6.2,*,2020,Comprehensive MCO
Michigan,Alpena,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,5,,,0,2020,Comprehensive MCO
Michigan,Alpena,Molina,Prenatal Ob/Gyn,*,*,33,0.051282051,5,*,2020,Comprehensive MCO
Michigan,Alpena,Total Health Care,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
Michigan,Alpena,Bcbs,Prenatal Ob/Gyn,*,*,10,0,,*,2020,Comprehensive MCO
Michigan,Alpena,United Healthcare,Prenatal Ob/Gyn,*,*,27,0.053571429,3,*,2020,Comprehensive MCO
Michigan,Alpena,Meridian,Prenatal Ob/Gyn,*,*,33,0.086538462,10.02777778,*,2020,Comprehensive MCO
Michigan,Alpena,Aetna Better Health,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Alpena,Total Health Care,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Alpena,Bcbs,Prenatal Ob/Gyn,*,*,15,0,,*,2021,Comprehensive MCO
Michigan,Alpena,Mclaren Hp,Prenatal Ob/Gyn,*,*,35,0.056034483,8.230769231,*,2021,Comprehensive MCO
Michigan,Alpena,Meridian,Prenatal Ob/Gyn,30,483,35,0.062111801,10.1,1:02,2021,Comprehensive MCO
Michigan,Alpena,Molina,Prenatal Ob/Gyn,*,*,34,0.048543689,3.2,*,2021,Comprehensive MCO
Michigan,Alpena,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,3,0,,*,2021,Comprehensive MCO
Michigan,Alpena,Priority Health,Prenatal Ob/Gyn,0,0,10,,,0,2021,Comprehensive MCO
Michigan,Alpena,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,3,,,0,2021,Comprehensive MCO
Michigan,Alpena,United Healthcare,Prenatal Ob/Gyn,*,*,29,0.014925373,3,*,2021,Comprehensive MCO
Michigan,Alpena,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,4,,,0,2022,Comprehensive MCO
Michigan,Alpena,Aetna Better Health,Prenatal Ob/Gyn,0,0,4,,,0,2022,Comprehensive MCO
Michigan,Alpena,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2022,Comprehensive MCO
Michigan,Alpena,Bcbs,Prenatal Ob/Gyn,*,*,10,0,,*,2022,Comprehensive MCO
Michigan,Alpena,Molina,Prenatal Ob/Gyn,*,*,27,0.064748201,5.222222222,*,2022,Comprehensive MCO
Michigan,Alpena,Priority Health,Prenatal Ob/Gyn,*,*,10,0,,*,2022,Comprehensive MCO
Michigan,Alpena,Mclaren Hp,Prenatal Ob/Gyn,*,*,28,0.055194805,10.35294118,*,2022,Comprehensive MCO
Michigan,Alpena,Meridian,Prenatal Ob/Gyn,38,548,28,0.069343066,7.368421053,2:01,2022,Comprehensive MCO
Michigan,Alpena,United Healthcare,Prenatal Ob/Gyn,*,*,25,0.05952381,3.4,*,2022,Comprehensive MCO
Michigan,Alpena,Mclaren Hp,Prenatal Ob/Gyn,27,409,25,0.06601467,9.703703704,2:01,2023,Comprehensive MCO
Michigan,Alpena,Molina,Prenatal Ob/Gyn,21,190,25,0.110526316,5.333333333,1:02,2023,Comprehensive MCO
Michigan,Alpena,Aetna Better Health,Prenatal Ob/Gyn,0,0,5,,,0,2023,Comprehensive MCO
Michigan,Alpena,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,3,,,0,2023,Comprehensive MCO
Michigan,Alpena,Priority Health,Prenatal Ob/Gyn,0,0,9,,,0,2023,Comprehensive MCO
Michigan,Alpena,Bcbs,Prenatal Ob/Gyn,*,*,13,0,,*,2023,Comprehensive MCO
Michigan,Alpena,Meridian,Prenatal Ob/Gyn,44,666,26,0.066066066,5.886363636,2:01,2023,Comprehensive MCO
Michigan,Alpena,United Healthcare,Prenatal Ob/Gyn,*,*,25,0.091666667,2.181818182,*,2023,Comprehensive MCO
Michigan,Alpena,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Alpena,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,4,,,0,2024,Comprehensive MCO
Michigan,Alpena,Molina,Prenatal Ob/Gyn,*,*,21,0.064935065,3.35,*,2024,Comprehensive MCO
Michigan,Alpena,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2024,Comprehensive MCO
Michigan,Alpena,United Healthcare,Prenatal Ob/Gyn,*,*,17,0.057803468,2.8,*,2024,Comprehensive MCO
Michigan,Alpena,Aetna Better Health,Prenatal Ob/Gyn,0,0,3,,,0,2024,Comprehensive MCO
Michigan,Alpena,Meridian,Prenatal Ob/Gyn,44,764,22,0.057591623,6.068181818,2:01,2024,Comprehensive MCO
Michigan,Alpena,Bcbs,Prenatal Ob/Gyn,*,*,16,0.025925926,1.857142857,*,2024,Comprehensive MCO
Michigan,Alpena,Mclaren Hp,Prenatal Ob/Gyn,34,654,22,0.051987768,8.911764706,2:01,2024,Comprehensive MCO
Michigan,Alpena,Priority Health,Prenatal Ob/Gyn,*,*,11,0.02640264,4.125,*,2024,Comprehensive MCO
Michigan,Antrim,Meridian,Prenatal Ob/Gyn,*,*,1,0.066666667,10.2,*,2020,Comprehensive MCO
Michigan,Antrim,United Healthcare,Prenatal Ob/Gyn,*,*,1,0.045454545,7,*,2020,Comprehensive MCO
Michigan,Antrim,Mclaren Hp,Prenatal Ob/Gyn,*,*,1,0.051612903,14.375,*,2020,Comprehensive MCO
Michigan,Antrim,Priority Health,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Antrim,Molina,Prenatal Ob/Gyn,*,*,0,0.139534884,2.666666667,*,2020,Comprehensive MCO
Michigan,Antrim,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0.058510638,9.181818182,*,2021,Comprehensive MCO
Michigan,Antrim,Meridian,Prenatal Ob/Gyn,22,358,0,0.061452514,7.772727273,0,2021,Comprehensive MCO
Michigan,Antrim,Molina,Prenatal Ob/Gyn,*,*,0,0.102941176,3.857142857,*,2021,Comprehensive MCO
Michigan,Antrim,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Antrim,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Antrim,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.095238095,5.166666667,*,2021,Comprehensive MCO
Michigan,Antrim,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,1,1,*,2022,Comprehensive MCO
Michigan,Antrim,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Antrim,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Antrim,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.126582278,6.4,*,2022,Comprehensive MCO
Michigan,Antrim,Meridian,Prenatal Ob/Gyn,27,413,0,0.065375303,6.259259259,0,2022,Comprehensive MCO
Michigan,Antrim,Mclaren Hp,Prenatal Ob/Gyn,14,236,0,0.059322034,7.857142857,0,2022,Comprehensive MCO
Michigan,Antrim,Priority Health,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Antrim,Molina,Prenatal Ob/Gyn,*,*,0,0.134831461,4.333333333,*,2022,Comprehensive MCO
